"combo_id","gamma","fc","tau","chunk_id","sim_global","true_late","n_cov","n_rand","host","cpu_model","p1","reject1","covered1","nint1","width1","inf1","p1c","reject1c","covered1c","nint1c","width1c","inf1c","rt1","p2","reject2","covered2","nint2","width2","inf2","p2c","reject2c","covered2c","nint2c","width2c","inf2c","rt2","p3","reject3","covered3","nint3","width3","inf3","p3c","reject3c","covered3c","nint3c","width3c","inf3c","rt3","hausdorff","flag_diff","hausdorff_cov","flag_diff_cov"
2,0,0,0.5,1,1,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.284715284715285,0,1,1,Inf,1,0.344655344655345,0,1,1,Inf,1,796.978,0.284715284715285,0,1,1,Inf,1,0.344655344655345,0,1,1,Inf,1,20.3819999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,2,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.0929070929070929,0,1,2,Inf,1,0.0839160839160839,0,1,2,Inf,1,791.42,0.0929070929070929,0,1,2,Inf,1,0.0839160839160839,0,1,2,Inf,1,20.0920000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,3,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.483516483516484,0,1,1,Inf,1,0.507492507492508,0,1,1,Inf,1,777.155,0.483516483516484,0,1,1,Inf,1,0.507492507492508,0,1,1,Inf,1,19.6929999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,4,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.599400599400599,0,1,1,Inf,1,0.672327672327672,0,1,1,Inf,1,746.761,0.599400599400599,0,1,1,Inf,1,0.672327672327672,0,1,1,Inf,1,19.7240000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,5,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.519480519480519,0,1,1,Inf,1,0.534465534465534,0,1,1,Inf,1,766.054,0.519480519480519,0,1,1,Inf,1,0.534465534465534,0,1,1,Inf,1,20.0169999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,6,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.541458541458541,0,1,1,Inf,1,0.541458541458541,0,1,1,Inf,1,759.957,0.541458541458541,0,1,1,Inf,1,0.541458541458541,0,1,1,Inf,1,19.6599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,7,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.774225774225774,0,1,1,Inf,1,0.851148851148851,0,1,1,Inf,1,758.986,0.774225774225774,0,1,1,Inf,1,0.851148851148851,0,1,1,Inf,1,19.9339999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,8,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.36963036963037,0,1,1,Inf,1,0.423576423576424,0,1,1,Inf,1,761.612,0.36963036963037,0,1,1,Inf,1,0.423576423576424,0,1,1,Inf,1,19.8410000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,9,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.921078921078921,0,1,1,5.48246855628502,0,0.911088911088911,0,1,1,4.25949925948538,0,768.603,0.921078921078921,0,1,1,5.48246855628502,0,0.911088911088911,0,1,1,4.25949925948538,0,19.8969999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,1,10,0.5,2,1000,"r815u09n01.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.527472527472527,0,1,1,Inf,1,0.572427572427572,0,1,1,Inf,1,758.162,0.527472527472527,0,1,1,Inf,1,0.572427572427572,0,1,1,Inf,1,19.1509999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,11,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.606393606393606,0,1,1,Inf,1,0.691308691308691,0,1,1,Inf,1,779.714,0.606393606393606,0,1,1,Inf,1,0.691308691308691,0,1,1,Inf,1,19.8040000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,12,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.361638361638362,0,1,1,Inf,1,0.314685314685315,0,1,1,Inf,1,765.903,0.361638361638362,0,1,1,Inf,1,0.314685314685315,0,1,1,Inf,1,19.7379999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,13,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.478521478521479,0,1,1,Inf,1,0.458541458541459,0,1,1,Inf,1,757.968,0.478521478521479,0,1,1,Inf,1,0.458541458541459,0,1,1,Inf,1,19.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,14,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.7002997002997,0,1,1,Inf,1,0.605394605394605,0,1,1,Inf,1,757.013,0.7002997002997,0,1,1,Inf,1,0.605394605394605,0,1,1,Inf,1,19.5099999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,15,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.350649350649351,0,1,1,Inf,1,0.343656343656344,0,1,1,Inf,1,753.818,0.350649350649351,0,1,1,Inf,1,0.343656343656344,0,1,1,Inf,1,19.5970000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,16,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.208791208791209,0,1,1,Inf,1,0.268731268731269,0,1,1,Inf,1,754.394,0.208791208791209,0,1,1,Inf,1,0.268731268731269,0,1,1,Inf,1,19.8559999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,17,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.84015984015984,0,1,1,Inf,1,0.811188811188811,0,1,1,Inf,1,769.891,0.84015984015984,0,1,1,Inf,1,0.811188811188811,0,1,1,Inf,1,19.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,18,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.804195804195804,0,1,1,Inf,1,0.777222777222777,0,1,1,Inf,1,764.702,0.804195804195804,0,1,1,Inf,1,0.777222777222777,0,1,1,Inf,1,19.8829999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,19,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.553446553446553,0,1,1,Inf,1,0.48951048951049,0,1,2,23.9256840778974,0,746.767,0.553446553446553,0,1,1,Inf,1,0.48951048951049,0,1,2,23.9256840778974,0,19.8459999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,2,20,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.579420579420579,0,1,1,Inf,1,0.575424575424575,0,1,3,Inf,1,767.659000000001,0.579420579420579,0,1,1,Inf,1,0.575424575424575,0,1,3,Inf,1,19.8320000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,21,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.619380619380619,0,1,1,Inf,1,0.769230769230769,0,1,1,Inf,1,776.498,0.619380619380619,0,1,1,Inf,1,0.769230769230769,0,1,1,Inf,1,19.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,22,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.393606393606394,0,1,1,Inf,1,0.421578421578422,0,1,1,Inf,1,766.181,0.393606393606394,0,1,1,Inf,1,0.421578421578422,0,1,1,Inf,1,20.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,23,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.041958041958042,1,1,3,Inf,1,0.043956043956044,1,1,2,Inf,1,754.968,0.041958041958042,1,1,3,Inf,1,0.043956043956044,1,1,2,Inf,1,19.3950000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,24,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.340659340659341,0,1,1,Inf,1,0.344655344655345,0,1,1,Inf,1,763.401,0.340659340659341,0,1,1,Inf,1,0.344655344655345,0,1,1,Inf,1,20.0710000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,25,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.831168831168831,0,1,1,Inf,1,0.894105894105894,0,1,1,Inf,1,764.708,0.831168831168831,0,1,1,Inf,1,0.894105894105894,0,1,1,Inf,1,19.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,26,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.247752247752248,0,1,1,Inf,1,0.307692307692308,0,1,1,Inf,1,770.836,0.247752247752248,0,1,1,Inf,1,0.307692307692308,0,1,1,Inf,1,19.8459999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,27,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.601398601398601,0,1,1,Inf,1,0.566433566433566,0,1,1,Inf,1,771.294,0.601398601398601,0,1,1,Inf,1,0.566433566433566,0,1,1,Inf,1,20.0099999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,28,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.598401598401598,0,1,1,Inf,1,0.631368631368631,0,1,1,Inf,1,755.161,0.598401598401598,0,1,1,Inf,1,0.631368631368631,0,1,1,Inf,1,19.8699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,29,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.783216783216783,0,1,1,Inf,1,0.768231768231768,0,1,1,Inf,1,762.637000000001,0.783216783216783,0,1,1,Inf,1,0.768231768231768,0,1,1,Inf,1,19.8649999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,3,30,0.5,2,1000,"r816u03n07.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.619380619380619,0,1,1,Inf,1,0.520479520479521,0,1,1,Inf,1,769.478,0.619380619380619,0,1,1,Inf,1,0.520479520479521,0,1,1,Inf,1,19.3270000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,0,0,0.5,4,31,0.5,2,1000,"r816u03n04.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.0759240759240759,0,1,1,Inf,1,0.0949050949050949,0,1,1,Inf,1,779.509,0.0759240759240759,0,1,1,Inf,1,0.0949050949050949,0,1,1,Inf,1,19.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
