"combo_id","gamma","fc","tau","chunk_id","sim_global","true_late","n_cov","n_rand","host","cpu_model","p1","reject1","covered1","nint1","width1","inf1","p1c","reject1c","covered1c","nint1c","width1c","inf1c","rt1","p2","reject2","covered2","nint2","width2","inf2","p2c","reject2c","covered2c","nint2c","width2c","inf2c","rt2","p3","reject3","covered3","nint3","width3","inf3","p3c","reject3c","covered3c","nint3c","width3c","inf3c","rt3","hausdorff","flag_diff","hausdorff_cov","flag_diff_cov"
1,0,0,0,1,1,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.452547452547453,0,1,1,Inf,1,0.446553446553447,0,1,1,Inf,1,1215.289,0.452547452547453,0,1,1,Inf,1,0.446553446553447,0,1,1,Inf,1,24.4570000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,2,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.327672327672328,0,1,1,Inf,1,0.555444555444555,0,1,1,Inf,1,1201.402,0.327672327672328,0,1,1,Inf,1,0.555444555444555,0,1,1,Inf,1,24.2570000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,3,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.165834165834166,0,1,1,Inf,1,0.200799200799201,0,1,1,Inf,1,1200.871,0.165834165834166,0,1,1,Inf,1,0.200799200799201,0,1,1,Inf,1,24.1999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,4,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.507492507492508,0,1,1,Inf,1,0.383616383616384,0,1,1,Inf,1,1201.539,0.507492507492508,0,1,1,Inf,1,0.383616383616384,0,1,1,Inf,1,24.4829999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,5,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.563436563436563,0,1,1,Inf,1,0.484515484515485,0,1,1,Inf,1,1189.623,0.563436563436563,0,1,1,Inf,1,0.484515484515485,0,1,1,Inf,1,24.2359999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,6,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.20979020979021,0,1,1,Inf,1,0.0959040959040959,0,1,1,Inf,1,1204.108,0.20979020979021,0,1,1,Inf,1,0.0959040959040959,0,1,1,Inf,1,24.1669999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,7,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.194805194805195,0,1,1,Inf,1,0.218781218781219,0,1,1,Inf,1,1205.123,0.194805194805195,0,1,1,Inf,1,0.218781218781219,0,1,1,Inf,1,24.1170000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,8,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.93006993006993,0,1,1,Inf,1,0.951048951048951,0,1,1,Inf,1,1207.518,0.93006993006993,0,1,1,Inf,1,0.951048951048951,0,1,1,Inf,1,24.1710000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,9,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.728271728271728,0,1,1,Inf,1,0.998001998001998,0,1,1,Inf,1,1202.969,0.728271728271728,0,1,1,Inf,1,0.998001998001998,0,1,1,Inf,1,23.9070000000011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1,0,0,0,1,10,0,2,1000,"r906u41n02.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz",0.044955044955045,1,0,3,Inf,1,0.051948051948052,0,1,2,Inf,1,1184.023,0.044955044955045,1,0,3,Inf,1,0.051948051948052,0,1,2,Inf,1,24.0240000000013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
