"combo_id","gamma","fc","tau","chunk_id","sim_global","true_late","n_cov","n_rand","host","cpu_model","p1","reject1","covered1","nint1","width1","inf1","p1c","reject1c","covered1c","nint1c","width1c","inf1c","rt1","p2","reject2","covered2","nint2","width2","inf2","p2c","reject2c","covered2c","nint2c","width2c","inf2c","rt2","p3","reject3","covered3","nint3","width3","inf3","p3c","reject3c","covered3c","nint3c","width3c","inf3c","rt3","hausdorff","flag_diff","hausdorff_cov","flag_diff_cov"
8,1,1,0.5,1,1,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.038961038961039,1,1,1,0.828183030536525,0,0.012987012987013,1,1,1,0.769741524646068,0,783.025,0.038961038961039,1,1,1,0.828183030536525,0,0.012987012987013,1,1,1,0.769741524646068,0,19.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,2,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.000999000999000999,1,1,1,0.753684795094551,0,0.000999000999000999,1,0,1,0.772374644083476,0,784.854,0.000999000999000999,1,1,1,0.753684795094551,0,0.000999000999000999,1,0,1,0.772374644083476,0,19.9560000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,3,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.102897102897103,0,1,1,0.791620299908092,0,0.0829170829170829,0,1,1,0.796796866854711,0,776.306,0.102897102897103,0,1,1,0.791620299908092,0,0.0829170829170829,0,1,1,0.796796866854711,0,19.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,4,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.025974025974026,1,1,1,0.804475277682716,0,0.042957042957043,1,1,1,0.788624037414788,0,777.64,0.025974025974026,1,1,1,0.804475277682716,0,0.042957042957043,1,1,1,0.788624037414788,0,19.4569999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,5,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.003996003996004,1,1,1,0.815336805872243,0,0.003996003996004,1,1,1,0.808534245078239,0,784.816,0.003996003996004,1,1,1,0.815336805872243,0,0.003996003996004,1,1,1,0.808534245078239,0,19.8539999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,6,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.021978021978022,1,1,1,0.807153923955392,0,0.026973026973027,1,1,1,0.829175147993434,0,779.702,0.021978021978022,1,1,1,0.807153923955392,0,0.026973026973027,1,1,1,0.829175147993434,0,19.5189999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,7,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.003996003996004,1,1,1,0.776703736015368,0,0.000999000999000999,1,1,1,0.774305354304214,0,761.196,0.003996003996004,1,1,1,0.776703736015368,0,0.000999000999000999,1,1,1,0.774305354304214,0,20.1019999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,8,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.000999000999000999,1,1,1,0.831984791709863,0,0.000999000999000999,1,1,1,0.797799942200168,0,767.531,0.000999000999000999,1,1,1,0.831984791709863,0,0.000999000999000999,1,1,1,0.797799942200168,0,19.5460000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,9,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.555444555444555,0,1,1,0.787391508063018,0,0.624375624375624,0,0,1,0.785118427968489,0,777.944,0.555444555444555,0,1,1,0.787391508063018,0,0.624375624375624,0,0,1,0.785118427968489,0,19.8919999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
8,1,1,0.5,1,10,0.5,2,1000,"r815u15n05.grace.ycrc.yale.edu","Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz",0.346653346653347,0,1,1,0.823817309846844,0,0.381618381618382,0,1,1,0.83814473505278,0,777.533,0.346653346653347,0,1,1,0.823817309846844,0,0.381618381618382,0,1,1,0.83814473505278,0,19.5769999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
